id,place_name,district,place_type,city,latitude,longitude,distance_from_vijayawada_km,distance_from_visakhapatnam_km,distance_from_tirupati_km,estimated_travel_time_hours,best_season,crowd_level,average_visit_duration_hours,entry_fee_inr,rating
186,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,56.2,270.4,423.3,1.2,July-October,Very High,4.2,0,3.3
187,Sri Kalahasti Temple Region,Tirupati,Temple,Srikalahasti,13.753415,79.66423,386.8,670.7,33.1,0.7,October-March,Low,5.5,150,4.7
188,Borra Caves View,Alluri Sitharama Raju,Caves,Araku,18.281852,83.062065,391.0,72.7,804.1,1.5,Year Round,Low,2.1,30,5.0
189,Kanaka Durga Temple,NTR,Temple,Vijayawada,16.506648,80.621389,3.3,363.9,368.0,0.1,October-March,Low,5.3,100,4.2
190,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,36.4,347.8,364.6,0.6,October-March,Medium,3.8,0,4.8
191,Araku Valley Tourism Zone,Alluri Sitharama Raju,Hill Station,Araku,18.306801,82.852093,373.8,97.7,706.5,2.0,June-September,Medium,3.7,150,4.4
192,Dwaraka Tirumala Temple Point,Eluru,Temple,Dwaraka Tirumala,16.998203,81.218759,89.7,240.4,493.5,1.8,Year Round,High,2.6,150,4.9
193,Kolleru Lake Point,Eluru,Lake,Eluru,16.639907,81.23088,69.4,281.4,436.0,1.3,October-March,High,4.6,50,4.6
194,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,287.7,555.9,117.0,3.1,December-February,Low,2.8,0,3.8
195,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,202.9,149.8,554.6,3.7,July-October,High,3.8,0,3.4
196,Tirumala Venkateswara Temple Region,Tirupati,Temple,Tirupati,13.675446,79.318129,425.5,761.0,14.1,0.3,December-February,Very High,2.3,150,3.5
197,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,203.0,146.3,551.9,3.7,Year Round,Very High,2.2,0,3.7
198,Srikurmam Temple Point,Srikakulam,Temple,Srikurmam,18.259284,83.912174,443.7,114.0,852.5,2.6,Year Round,Medium,5.1,100,4.0
199,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,242.9,541.2,309.4,4.2,Year Round,Very High,2.5,0,4.9
200,Borra Caves View,Alluri Sitharama Raju,Caves,Araku,18.264621,83.060011,345.5,77.2,754.7,1.6,Year Round,Medium,3.3,0,4.9
201,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,156.1,442.2,267.6,2.9,December-February,Medium,1.7,0,4.4
202,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,286.5,603.1,116.3,2.0,July-October,Very High,3.0,0,4.1
203,Rishikonda Beach,Visakhapatnam,Beach,Visakhapatnam,17.805161,83.389867,348.5,24.7,744.6,0.6,Year Round,Very High,3.8,0,4.3
204,Lambasingi Area,Alluri Sitharama Raju,Fort,Lambasingi,17.839116,82.521902,285.9,87.3,669.3,1.8,Year Round,Medium,3.3,200,3.9
205,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,336.2,427.1,0.0,December-February,High,4.7,0,4.7
206,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,155.6,188.6,485.4,3.0,October-March,Low,1.3,0,4.0
207,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,353.1,699.8,122.6,2.1,November-February,High,1.9,0,3.6
208,Pulicat Lake Tourism Zone,Tirupati,Lake/Wildlife,Sullurpeta,13.543353,80.037912,396.9,646.9,80.9,1.5,Year Round,Medium,2.9,200,4.3
209,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,403.3,735.0,0.0,0.0,Year Round,Very High,1.6,0,3.6
210,Araku Valley View,Alluri Sitharama Raju,Hill Station,Araku,18.335092,82.88309,350.0,91.7,695.2,1.8,Year Round,Medium,4.0,50,4.9
211,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,58.7,272.0,460.0,1.2,June-September,Very High,1.7,0,4.0
212,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,477.3,805.5,124.7,2.5,December-February,Very High,1.7,0,4.1
213,Horsley Hills Region,Annamayya,Wildlife,Madanapalle,13.629557,78.422065,459.6,785.3,127.9,2.8,October-March,Medium,1.4,200,4.1
214,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,69.2,306.8,409.2,1.4,July-October,Low,3.5,0,4.6
215,Kondapalli Fort,NTR,Landmark,Kondapalli,16.654163,80.544943,23.8,348.7,390.9,0.5,November-February,High,4.3,0,4.5
216,Kanaka Durga Temple Point,NTR,Temple,Vijayawada,16.5045,80.639871,1.1,326.3,419.0,0.0,June-September,Medium,4.1,100,4.7
217,Kanipakam Temple View,Chittoor,Tourist Place,Kanipakam,13.249155,79.129557,464.5,715.0,65.5,1.5,Year Round,Low,3.6,50,4.9
218,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,490.6,122.8,863.2,3.0,Year Round,High,2.2,0,4.8
219,Uppada Beach Point,Kakinada,Beach,Uppada,16.83872,82.23381,194.5,150.0,565.2,2.8,Year Round,High,4.7,0,3.9
220,Kambalakonda Wildlife Sanctuary Tourism Zone,Visakhapatnam,Wildlife,Visakhapatnam,17.765173,83.319189,338.2,17.1,731.0,0.3,June-September,Medium,3.0,10,4.6
221,Araku Valley Point,Alluri Sitharama Raju,Caves,Araku,18.330612,82.851142,373.8,100.1,767.9,2.6,November-February,Very High,5.6,200,3.2
222,Mypadu Beach Tourism Zone,SPSR Nellore,Beach,Nellore,14.596501,80.057534,246.0,590.0,156.5,3.9,Year Round,Medium,1.4,0,3.8
223,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,153.4,499.3,249.3,3.9,October-March,Medium,2.1,0,3.4
224,Ethipothala Waterfalls,Palnadu,Waterfall,Nagarjuna Sagar,16.08235,79.346992,182.9,509.2,293.8,4.6,October-March,High,5.0,150,3.4
225,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,138.2,500.8,263.5,3.4,July-October,Low,1.7,0,5.0
226,Veerabhadra Temple Area,Sri Sathya Sai,Temple,Lepakshi,13.81667,77.612966,545.6,866.0,223.4,5.3,Year Round,Very High,1.6,10,3.5
227,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,442.6,106.0,780.0,2.7,July-October,High,4.0,0,4.2
228,Sri Kalahasti Temple Region,Tirupati,Nature,Srikalahasti,13.776108,79.677781,369.7,691.8,35.9,0.9,June-September,Very High,5.8,0,4.8
229,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,452.5,730.7,280.4,7.3,June-September,Very High,2.6,0,3.8
230,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,214.7,160.1,579.4,4.2,October-March,Low,2.3,0,3.3
231,Uppada Beach Point,Kakinada,Beach,Uppada,16.8423,82.250073,198.2,157.4,552.4,3.2,October-March,Medium,1.4,0,3.5
232,Panakala Narasimha Swamy Temple Tourism Zone,Guntur,Temple,Mangalagiri,16.423151,80.577401,14.1,333.8,398.2,0.3,June-September,Low,1.4,30,3.3
233,Amaravati Area,Palnadu,Heritage,Amaravati,16.584626,80.368064,33.4,389.3,409.6,0.8,Year Round,High,4.9,100,4.1
234,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,288.2,611.6,130.7,3.2,June-September,High,2.7,0,4.8
235,Belum Caves Point,Nandyal,Caves,Belum,15.107366,78.081395,363.6,656.2,267.1,6.5,July-October,Low,1.5,20,3.7
236,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,422.1,812.0,60.3,1.5,November-February,Low,5.6,0,3.9
237,Manginapudi Beach View,Krishna,Beach,Machilipatnam,16.149078,81.17911,76.4,294.3,380.2,1.6,July-October,Low,1.9,0,4.8
238,Srisailam Mallikarjuna Temple View,Nandyal,Landmark,Srisailam,16.056761,78.892339,207.0,564.6,310.0,4.7,November-February,Very High,4.7,0,4.6
239,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,480.2,827.5,273.3,5.6,June-September,Low,1.8,0,4.6
240,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,340.0,700.2,301.0,6.7,Year Round,High,2.9,0,4.6
241,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,500.8,753.6,71.2,1.2,October-March,Medium,2.4,0,3.5
242,Ethipothala Waterfalls Tourism Zone,Palnadu,Waterfall,Nagarjuna Sagar,16.14439,79.330392,156.0,478.7,301.4,2.9,Year Round,Medium,1.3,10,4.3
243,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,77.2,342.1,382.9,1.4,November-February,Low,3.3,0,3.8
244,Amaralingeswara Temple Point,Palnadu,Heritage,Amaravati,16.544828,80.329896,39.1,375.8,391.9,0.7,October-March,Low,3.3,30,4.0
245,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,155.9,494.4,232.2,2.8,November-February,High,1.5,0,3.8
246,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,359.3,0.0,758.2,0.0,Year Round,Medium,3.3,0,3.9
247,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,38.3,359.2,333.8,0.7,June-September,High,1.7,0,5.0
248,Dwaraka Tirumala Temple,Eluru,Temple,Dwaraka Tirumala,16.948117,81.271892,103.2,242.3,494.3,1.9,December-February,Low,5.1,10,4.8
249,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,362.2,62.1,744.2,1.2,June-September,Medium,2.9,0,4.1
250,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,197.3,147.0,519.6,2.9,June-September,Very High,4.2,0,4.3
251,Coringa Wildlife Sanctuary Area,Kakinada,Wildlife,Kakinada,16.834584,82.224607,202.5,171.5,513.1,3.0,December-February,Very High,4.9,0,5.0
252,Kambalakonda Wildlife Sanctuary View,Visakhapatnam,Wildlife,Visakhapatnam,17.804596,83.287512,342.5,16.7,680.4,0.3,July-October,High,6.0,50,3.3
253,Undavalli Caves Region,NTR,Famous City,Vijayawada,16.47735,80.552881,12.9,386.8,360.1,0.2,June-September,High,5.2,0,3.6
254,Arasavalli Sun Temple Tourism Zone,Srikakulam,Temple,Arasavalli,18.303276,83.921135,449.4,118.1,843.3,2.6,June-September,High,1.9,20,4.2
255,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,323.7,0.0,664.4,0.0,November-February,Medium,5.6,0,3.2
256,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,220.3,157.2,536.4,4.1,October-March,High,5.6,0,4.3
257,Rishikonda Beach View,Visakhapatnam,Beach,Visakhapatnam,17.79465,83.389321,360.4,23.4,679.8,0.4,Year Round,High,5.8,0,4.6
258,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,477.3,844.3,120.4,2.8,December-February,High,1.9,0,4.3
259,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,375.8,390.5,0.0,July-October,High,1.2,0,4.9
260,Lepakshi Area,Sri Sathya Sai,Heritage,Lepakshi,13.805689,77.634568,492.6,785.3,216.9,4.9,Year Round,High,4.4,10,4.7
261,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,69.1,329.2,380.0,1.3,June-September,Very High,1.2,0,4.5
262,Manginapudi Beach,Krishna,Beach,Machilipatnam,16.15821,81.153222,80.7,335.5,393.2,1.5,October-March,High,3.3,0,3.6
263,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,78.4,295.0,367.7,1.7,October-March,High,3.7,0,4.5
264,Lepakshi Area,Sri Sathya Sai,Viewpoint,Lepakshi,13.76827,77.634971,520.3,840.7,205.1,4.6,July-October,High,3.0,0,5.0
265,Vizianagaram Fort Point,Vizianagaram,Fort,Vizianagaram,18.081474,83.400024,368.1,53.8,741.4,1.2,November-February,High,1.1,200,3.6
266,Coringa Wildlife Sanctuary Tourism Zone,Kakinada,Waterfall,Kakinada,16.869941,82.247966,193.2,161.9,531.2,3.6,December-February,Very High,3.2,150,3.9
267,Undavalli Caves Tourism Zone,NTR,Heritage,Vijayawada,16.464315,80.588656,8.4,367.9,411.2,0.2,July-October,Very High,5.2,30,4.2
268,Coringa Wildlife Sanctuary Point,Kakinada,Wildlife,Kakinada,16.831495,82.23592,212.9,168.4,537.3,3.0,November-February,Medium,4.8,20,3.4
269,Srikurmam Temple Point,Srikakulam,Temple,Srikurmam,18.279436,83.98088,441.5,126.5,767.3,2.5,October-March,Low,5.6,100,4.8
270,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,299.4,685.3,264.3,4.7,July-October,Very High,4.5,0,3.2
271,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,259.3,583.0,131.3,2.3,October-March,High,3.8,0,4.9
272,Horsley Hills Region,Annamayya,Waterfall,Madanapalle,13.646813,78.398991,457.0,741.8,124.7,2.5,December-February,Medium,5.4,150,3.3
273,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,474.3,844.1,240.7,4.4,June-September,Low,2.4,0,3.7
274,Undavalli Caves View,NTR,Caves,Vijayawada,16.528195,80.567018,9.9,351.2,407.0,0.2,June-September,High,3.0,30,4.8
275,Talakona Waterfalls Area,Tirupati,Famous City,Tirupati,13.770079,79.117176,417.0,714.0,42.1,1.0,October-March,Medium,2.0,0,4.8
276,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,373.9,0.0,671.1,0.0,October-March,Low,4.2,0,4.1
277,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,449.1,745.3,279.6,5.6,December-February,Low,1.8,0,3.8
278,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,273.5,685.0,276.2,6.5,November-February,High,2.1,0,3.6
279,Talakona Waterfalls,Tirupati,Waterfall,Tirupati,13.802921,79.13543,391.1,661.3,39.3,0.7,December-February,High,5.0,30,3.7
280,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,314.9,640.7,250.5,5.7,July-October,Low,4.1,0,4.1
281,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,335.7,688.5,316.6,6.1,December-February,High,2.7,0,4.1
282,Belum Caves Area,Nandyal,Caves,Belum,15.133653,78.121603,335.2,737.8,268.2,5.0,Year Round,Low,4.4,150,4.4
283,Gandikota Fort,YSR Kadapa,Fort,Gandikota,14.8073,78.277179,369.1,770.6,218.1,4.9,June-September,High,4.2,30,4.4
284,Veerabhadra Temple Area,Sri Sathya Sai,Lake,Lepakshi,13.77878,77.575832,536.8,889.0,232.2,4.1,November-February,High,2.1,100,4.4
285,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,336.5,689.0,129.4,3.2,July-October,Low,4.2,0,3.3
286,Srikurmam Temple View,Srikakulam,Temple,Srikurmam,18.310525,83.938417,456.0,126.1,767.0,2.2,June-September,Medium,3.8,100,3.9
287,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,215.3,148.0,566.0,3.6,December-February,Medium,1.0,0,4.3
288,Veerabhadra Temple,Sri Sathya Sai,Temple,Lepakshi,13.77719,77.623965,478.0,841.0,221.1,4.7,November-February,High,1.2,200,3.9
289,Araku Valley Tourism Zone,Alluri Sitharama Raju,Lake,Araku,18.30564,82.889372,371.9,84.5,782.7,1.9,November-February,Low,3.9,10,3.9
290,Vizianagaram Fort View,Vizianagaram,Wildlife,Vizianagaram,18.128948,83.401746,390.5,62.8,707.5,1.1,June-September,Low,1.9,200,3.8
291,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,262.3,526.5,125.7,3.1,June-September,High,5.0,0,4.5
292,Lepakshi Tourism Zone,Sri Sathya Sai,Heritage,Lepakshi,13.835728,77.615338,536.2,780.6,210.6,4.5,November-February,Medium,3.4,10,4.2
293,Tirumala Venkateswara Temple View,Tirupati,Temple,Tirupati,13.694617,79.358574,401.6,721.7,11.1,0.2,June-September,Medium,4.9,10,3.7
294,Belum Caves Area,Nandyal,Hill Station,Belum,15.092055,78.104683,332.5,709.2,235.4,4.2,October-March,Low,1.1,100,3.6
295,Kambalakonda Wildlife Sanctuary Tourism Zone,Visakhapatnam,Wildlife,Visakhapatnam,17.771306,83.300819,376.4,15.8,731.2,0.3,November-February,Low,1.3,50,3.7
296,Rishikonda Beach,Visakhapatnam,Caves,Visakhapatnam,17.77812,83.356413,337.3,19.2,736.9,0.4,Year Round,Low,2.3,200,4.9
297,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,325.2,667.2,140.6,3.2,June-September,Medium,5.3,0,3.9
298,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,377.7,0.0,650.4,0.0,June-September,Medium,3.8,0,4.1
299,Horsley Hills Tourism Zone,Annamayya,Hill Station,Madanapalle,13.68038,78.426597,491.0,731.0,132.5,3.3,Year Round,High,1.3,150,4.0
300,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,483.5,774.5,66.7,1.2,July-October,Low,2.7,0,4.4
301,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,60.5,296.0,456.0,1.5,July-October,Low,5.5,0,4.7
302,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,205.6,147.6,553.0,3.6,December-February,High,2.6,0,4.6
303,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,61.3,281.8,469.6,1.5,October-March,Very High,3.9,0,4.0
304,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,39.4,399.6,334.2,0.9,October-March,High,3.7,0,3.3
305,Kailasagiri View,Visakhapatnam,Viewpoint,Visakhapatnam,17.761003,83.372525,390.5,22.2,761.3,0.5,Year Round,High,4.0,0,4.6
306,Draksharamam Temple View,Kakinada,Temple,Draksharamam,16.801424,82.207154,205.9,181.1,512.6,3.7,November-February,Very High,1.8,10,3.3
307,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,213.5,533.3,339.3,5.0,December-February,Low,2.0,0,4.7
308,Kanaka Durga Temple Point,NTR,Landmark,Vijayawada,16.52715,80.591325,7.4,359.2,398.2,0.1,July-October,Very High,4.7,0,3.2
309,Coringa Wildlife Sanctuary Region,Kakinada,Tourist Place,Kakinada,16.879481,82.227404,187.9,167.8,503.8,3.3,July-October,Medium,2.9,100,4.1
310,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,372.4,673.3,121.9,2.6,December-February,High,4.7,0,4.5
311,Kailasagiri View,Visakhapatnam,Viewpoint,Visakhapatnam,17.728062,83.349692,377.1,18.1,667.7,0.3,July-October,High,1.9,0,5.0
312,Horsley Hills Tourism Zone,Annamayya,Hill Station,Madanapalle,13.660796,78.430987,448.8,816.2,130.2,3.0,October-March,Very High,3.6,150,4.7
313,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,330.4,0.0,657.4,0.0,Year Round,High,5.2,0,3.7
314,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,424.2,828.6,106.8,1.9,Year Round,Very High,5.3,0,4.5
315,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,152.5,440.4,247.2,3.3,July-October,Low,4.4,0,4.6
316,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,69.0,339.0,414.6,1.5,Year Round,High,4.2,0,3.6
317,Papikondalu Area,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.412053,81.749044,171.3,172.3,580.4,4.1,June-September,Low,3.6,0,3.5
318,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,442.9,739.4,121.6,3.2,October-March,Medium,5.7,0,4.0
319,Amaravati Tourism Zone,Palnadu,Heritage,Amaravati,16.603267,80.365093,35.6,394.1,401.3,0.9,July-October,Low,5.8,100,4.1
320,Veerabhadra Temple Area,Sri Sathya Sai,Temple,Lepakshi,13.803693,77.575436,547.3,877.9,223.4,5.1,Year Round,Low,5.1,200,5.0
321,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,329.0,725.1,335.6,6.5,December-February,Very High,4.4,0,4.9
322,Draksharamam Temple Region,Kakinada,Temple,Draksharamam,16.793117,82.226798,207.9,162.9,560.7,3.5,December-February,Low,4.3,0,3.7
323,Veerabhadra Temple,Sri Sathya Sai,Tourist Place,Lepakshi,13.803758,77.569513,487.7,873.4,219.4,4.2,Year Round,Very High,5.1,10,3.6
324,Srisailam Mallikarjuna Temple View,Nandyal,Temple,Srisailam,16.047763,78.865346,208.3,529.9,299.1,4.8,December-February,Very High,2.1,10,4.2
325,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,293.3,591.1,271.3,5.6,Year Round,Low,4.1,0,4.4
326,Srisailam Mallikarjuna Temple Tourism Zone,Nandyal,Temple,Srisailam,16.072199,78.853489,219.3,531.4,334.9,4.7,November-February,Medium,1.2,150,4.7
327,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,312.0,684.5,254.0,5.0,Year Round,High,5.4,0,3.7
328,Tirumala Venkateswara Temple,Tirupati,Temple,Tirupati,13.687155,79.320826,401.0,688.3,14.4,0.4,December-February,Medium,5.5,30,4.5
329,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,433.3,722.3,67.2,1.6,July-October,Low,4.4,0,3.4
330,Kailasagiri,Visakhapatnam,Viewpoint,Visakhapatnam,17.752477,83.326346,348.2,14.8,723.7,0.3,November-February,Low,4.4,0,3.8
331,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,425.7,676.4,0.0,0.0,July-October,High,3.9,0,3.8
332,Mypadu Beach Tourism Zone,SPSR Nellore,Beach,Nellore,14.570225,80.103296,267.2,546.3,156.0,3.8,June-September,Very High,5.4,0,4.5
333,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,147.2,445.5,258.8,3.7,July-October,Medium,5.1,0,3.7
334,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,413.7,746.2,0.0,0.0,July-October,Medium,3.9,0,4.7
335,Kailasagiri Tourism Zone,Visakhapatnam,Viewpoint,Visakhapatnam,17.776579,83.343777,384.9,18.6,682.8,0.3,June-September,Low,2.5,0,4.5
336,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,422.7,729.6,71.2,1.2,November-February,Very High,4.8,0,4.4
337,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,39.4,388.0,425.8,0.7,November-February,Very High,2.8,0,4.1
338,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,71.1,293.2,370.2,1.3,June-September,Low,3.3,0,3.9
339,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,320.5,734.2,133.2,3.1,July-October,Medium,3.9,0,4.5
340,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,289.8,662.5,278.7,5.8,July-October,Very High,5.5,0,3.9
341,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,331.4,675.3,335.0,6.9,October-March,High,1.8,0,3.5
342,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,193.1,151.0,583.9,2.9,October-March,Very High,2.7,0,3.9
343,Coringa Wildlife Sanctuary,Kakinada,Wildlife,Kakinada,16.826287,82.273336,194.2,149.1,548.3,3.7,November-February,High,1.7,0,4.8
344,Ethipothala Waterfalls Tourism Zone,Palnadu,Heritage,Nagarjuna Sagar,16.149547,79.342934,173.1,541.9,347.6,4.1,June-September,Medium,1.9,200,4.8
345,Arasavalli Sun Temple Tourism Zone,Srikakulam,Temple,Arasavalli,18.297556,83.876441,443.2,110.9,823.0,2.6,July-October,Very High,1.1,150,3.4
346,Amaravati,Palnadu,Heritage,Amaravati,16.571311,80.365032,38.0,378.8,411.3,1.0,October-March,Very High,3.7,20,4.8
347,Rishikonda Beach Point,Visakhapatnam,Viewpoint,Visakhapatnam,17.785387,83.364364,388.7,21.3,731.0,0.4,October-March,Very High,4.5,0,4.6
348,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,462.3,845.9,243.6,4.9,October-March,Low,2.3,0,4.2
349,Draksharamam Temple View,Kakinada,Temple,Draksharamam,16.781552,82.221379,192.8,156.5,524.3,3.1,December-February,High,3.1,50,4.7
350,Uppada Beach Area,Kakinada,Fort,Uppada,16.836947,82.254029,196.7,161.8,516.0,3.7,November-February,Low,3.0,100,4.6
351,Kolleru Lake View,Eluru,Beach,Eluru,16.62202,81.200584,73.0,287.2,455.6,1.9,October-March,Medium,4.2,0,3.9
352,Amaravati,Palnadu,Heritage,Amaravati,16.542486,80.337524,39.1,396.2,418.6,0.8,November-February,Very High,4.0,50,4.5
353,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,164.5,208.2,523.5,3.9,Year Round,Medium,3.6,0,4.6
354,Kanaka Durga Temple,NTR,Temple,Vijayawada,16.525951,80.650995,2.8,364.0,390.2,0.1,October-March,Low,4.7,30,4.1
355,Kailasagiri Area,Visakhapatnam,Caves,Visakhapatnam,17.738323,83.363086,374.1,17.8,768.8,0.4,July-October,Low,3.5,50,3.5
356,Lambasingi Region,Alluri Sitharama Raju,Tourist Place,Lambasingi,17.86763,82.533039,304.4,87.7,686.2,1.5,June-September,Very High,4.8,200,4.6
357,Sri Kalahasti Temple Area,Tirupati,Temple,Srikalahasti,13.732847,79.690187,385.3,635.2,35.0,0.6,December-February,Low,2.3,0,4.5
358,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,318.8,729.8,129.6,2.9,Year Round,Medium,2.3,0,4.8
359,Srikurmam Temple Area,Srikakulam,Temple,Srikurmam,18.266744,83.930278,435.7,109.0,828.6,2.7,Year Round,Very High,1.4,10,3.4
360,Papikondalu Point,Alluri Sitharama Raju,Landmark,Rajamahendravaram,17.43206,81.741747,191.0,195.1,571.6,4.4,July-October,High,4.8,0,3.5
361,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,34.2,379.2,388.5,0.6,Year Round,Medium,2.7,0,3.3
362,Draksharamam Temple,Kakinada,Temple,Draksharamam,16.787505,82.255245,206.2,161.1,497.3,3.6,December-February,Very High,2.3,50,3.5
363,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.866614,82.529737,300.9,84.9,652.0,1.8,October-March,High,4.4,20,5.0
364,Kailasagiri Tourism Zone,Visakhapatnam,Viewpoint,Visakhapatnam,17.740662,83.316209,340.2,14.5,671.7,0.3,July-October,High,5.2,0,5.0
365,Vizianagaram Fort,Vizianagaram,Fort,Vizianagaram,18.138095,83.36334,404.7,55.7,794.5,1.2,December-February,High,2.7,10,4.0
